ID,fixed acidity,wine type,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2436,6.9,white,0.28,0.27,2.1,0.036,42.0,121.0,0.9926,3.42,0.49,10.8,7
2437,5.8,white,0.23,0.27,1.8,0.043,24.0,69.0,0.9933,3.38,0.31,9.4,6
2438,6.9,white,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6
2439,7.3,white,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6
2440,7.4,white,0.155,0.34,2.3,0.045,73.5,214.0,0.9934,3.18,0.61,9.9,7
2441,7.1,white,0.18,0.49,1.3,0.033,12.0,72.0,0.99072,3.05,0.53,11.3,7
2442,5.7,white,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6
2443,7.7,white,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7
2444,6.8,white,0.18,0.24,9.8,0.058,64.0,188.0,0.9952,3.13,0.51,10.6,6
2445,7.6,white,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6
2446,6.6,red,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5
2447,6.8,white,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,2.91,0.57,12.0,7
2448,6.6,white,0.23,0.32,0.9,0.041,25.0,79.0,0.9926,3.39,0.54,10.2,7
2449,6.9,white,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,8
2450,7.2,white,0.29,0.53,18.15,0.047,59.0,182.0,0.9992,3.09,0.52,9.6,5
2451,6.8,white,0.26,0.4,7.5,0.046,45.0,179.0,0.99583,3.2,0.49,9.3,5
2452,10.2,red,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6
2453,8.1,white,0.25,0.38,3.8,0.051,18.0,129.0,0.9928,3.21,0.38,11.5,6
2454,8.7,white,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10.0,5
2455,7.4,white,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6
2456,8.7,red,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6
2457,6.6,white,0.27,0.29,5.3,0.045,57.0,189.0,0.9953,3.31,0.79,9.8,5
2458,7.4,red,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5
2459,5.6,red,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8
2460,6.4,white,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,5
2461,7.3,white,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8
2462,7.1,white,0.26,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,6
2463,7.1,red,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5
2464,7.3,white,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.6,5
2465,7.1,white,0.16,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42,11.0,7
2466,6.4,white,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6
2467,7.9,red,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8
2468,6.5,white,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54,12.9,6
2469,5.4,white,0.5,0.13,5.0,0.028,12.0,107.0,0.99079,3.48,0.88,13.5,7
2470,6.7,white,0.24,0.41,8.7,0.036,29.0,148.0,0.9952,3.22,0.62,9.9,6
2471,7.8,red,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,6
2472,15.5,red,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5
2473,8.0,red,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,6
2474,7.3,white,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,7
2475,6.7,red,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6
2476,7.2,white,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7
2477,7.2,white,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7
2478,8.4,white,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,6
2479,8.3,red,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5
2480,7.6,white,0.2,0.36,1.9,0.043,24.0,111.0,0.99237,3.29,0.54,11.3,6
2481,7.2,white,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,6
2482,9.2,white,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,7
2483,8.2,red,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5
2484,6.5,white,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,3.52,0.44,9.9,6
2485,8.4,red,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,6
2486,6.2,white,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6
2487,6.5,white,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6
2488,7.6,white,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,6
2489,7.2,red,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5
2490,7.6,white,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6
2491,7.4,white,0.3,0.22,1.4,0.046,16.0,135.0,0.9928,3.08,0.77,10.4,7
2492,5.0,white,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6
2493,7.1,red,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5
2494,7.8,white,0.29,0.22,9.5,0.056,44.0,213.0,0.99715,3.08,0.61,9.3,6
2495,7.1,red,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,5
2496,6.5,white,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6
2497,7.7,red,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,6
2498,5.9,white,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5
2499,6.0,white,0.36,0.32,1.1,0.053,26.0,173.0,0.99414,3.38,0.54,8.8,5
2500,6.0,white,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5
2501,5.0,white,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,3.36,0.3,13.0,7
2502,7.6,white,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,5
2503,6.2,white,0.27,0.26,12.1,0.046,43.0,127.0,0.9951,3.16,0.37,10.8,6
2504,7.1,white,0.23,0.35,16.5,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6
2505,6.7,white,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5
2506,7.2,white,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,2.99,0.44,11.4,6
2507,6.0,white,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,7
2508,8.2,white,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12.0,5
2509,8.7,red,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7
2510,7.1,white,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,7
2511,8.7,white,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,5
2512,7.1,white,0.23,0.39,1.6,0.032,12.0,65.0,0.9898,3.25,0.4,12.7,7
2513,6.7,white,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,2.88,0.36,9.0,6
2514,5.9,white,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6
2515,5.4,red,0.58,0.08,1.9,0.059,20.0,31.0,0.99484,3.5,0.64,10.2,6
2516,6.9,red,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,6
2517,6.7,white,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56,10.3,5
2518,6.6,white,0.16,0.21,6.7,0.055,43.0,157.0,0.99384,3.15,0.52,10.8,6
2519,6.9,white,0.22,0.31,6.3,0.029,41.0,131.0,0.99326,3.08,0.49,10.8,6
2520,6.1,red,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5
2521,7.0,red,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,7
2522,7.6,white,0.23,0.64,12.9,0.033,54.0,170.0,0.998,3.0,0.53,8.8,5
2523,7.6,white,0.2,0.26,4.8,0.033,26.0,76.0,0.99076,2.98,0.49,12.3,7
2524,6.1,white,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,0.4,8.9,5
2525,6.8,white,0.22,0.32,5.9,0.054,40.0,152.0,0.9938,3.2,0.57,10.8,6
2526,7.1,white,0.18,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,9.1,6
2527,7.7,red,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6
2528,10.0,red,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6
2529,6.0,white,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,3.32,0.44,11.2,5
2530,7.9,white,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,3.47,0.44,9.0,4
2531,8.0,white,0.2,0.44,1.0,0.057,24.0,111.0,0.99158,3.09,0.32,11.2,6
2532,7.1,white,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,9
2533,7.0,white,0.17,0.33,4.0,0.034,17.0,127.0,0.9934,3.19,0.39,10.6,7
2534,6.6,white,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,8
2535,5.2,white,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,3.44,0.35,12.2,6
2536,6.8,white,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5
2537,6.9,red,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,6
2538,6.8,white,0.29,0.5,13.3,0.053,48.0,194.0,0.9974,3.09,0.45,9.4,5
2539,6.5,white,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8
2540,5.7,red,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,4
2541,7.6,white,0.23,0.29,8.6,0.053,65.0,146.0,0.9963,3.11,0.32,9.8,6
2542,7.2,white,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6
2543,8.1,white,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8
2544,6.7,white,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8
2545,7.0,red,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5
2546,6.7,white,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6
2547,6.9,white,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,5
2548,10.1,red,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7
2549,5.8,white,0.36,0.32,1.7,0.033,22.0,96.0,0.9898,3.03,0.38,11.2,6
2550,6.2,white,0.3,0.33,3.5,0.037,37.0,155.0,0.98987,3.18,0.37,12.4,6
2551,6.7,white,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,3.11,0.54,9.4,6
2552,9.3,red,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6
2553,7.5,red,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5
2554,6.2,white,0.345,0.27,10.1,0.056,38.0,187.0,0.99486,3.31,0.56,10.6,5
2555,8.3,red,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,5
2556,5.4,white,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8
2557,10.8,red,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,6
2558,7.3,white,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6
2559,7.0,white,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,12.2,6
2560,7.5,white,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5
2561,7.1,red,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5
2562,6.1,white,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,7
2563,6.5,red,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,5
2564,6.6,white,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5
2565,8.5,white,0.18,0.3,1.1,0.028,34.0,95.0,0.99272,2.83,0.36,10.0,4
2566,7.3,red,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,7
2567,8.8,white,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98,12.7,6
2568,7.4,white,0.36,0.33,1.4,0.025,27.0,55.0,0.9915,3.21,0.33,11.2,6
2569,6.3,white,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,6
2570,5.2,white,0.16,0.34,0.8,0.029,26.0,77.0,0.99155,3.25,0.51,10.1,6
2571,6.2,white,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6
2572,6.5,white,0.51,0.25,1.7,0.048,39.0,177.0,0.99212,3.28,0.57,10.5666666666667,5
2573,6.5,white,0.34,0.36,11.0,0.052,53.0,247.0,0.9984,3.44,0.55,9.3,6
2574,8.4,red,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4
2575,8.2,white,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,3.09,0.39,11.4,5
2576,6.5,white,0.26,0.74,13.3,0.044,68.0,224.0,0.9972,3.18,0.54,9.5,6
2577,6.5,white,0.18,0.41,14.2,0.039,47.0,129.0,0.99678,3.28,0.72,10.3,7
2578,7.8,white,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,7
2579,6.8,red,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,3
2580,7.4,white,0.35,0.2,13.9,0.054,63.0,229.0,0.99888,3.11,0.5,8.9,6
2581,6.8,red,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,5
2582,12.3,red,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,5
2583,7.5,red,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6
2584,6.4,white,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7
2585,6.6,white,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5
2586,6.9,white,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,6
2587,6.5,white,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,5
2588,7.3,white,0.37,0.16,14.9,0.048,59.0,240.0,0.99902,3.13,0.45,8.9,5
2589,6.4,white,0.17,0.3,2.8,0.034,33.0,125.0,0.99152,3.03,0.49,10.4,6
2590,7.6,white,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,0.53,10.1,6
2591,7.9,red,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,6
2592,6.7,white,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,6
2593,5.7,white,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,6
2594,7.3,white,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,6
2595,7.0,white,0.22,0.31,2.7,0.03,41.0,136.0,0.9898,3.16,0.37,12.7,7
2596,10.1,red,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,6
2597,8.1,red,1.33,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9,5
2598,7.6,red,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5
2599,7.1,white,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97,9.8,7
2600,10.4,red,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6
2601,7.1,red,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,6
2602,9.0,red,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5
2603,6.6,white,0.545,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,0.32,11.9,5
2604,9.5,red,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6
2605,7.3,red,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,5
2606,6.1,white,0.36,0.58,15.0,0.044,42.0,115.0,0.9978,3.15,0.51,9.0,5
2607,7.4,white,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5
2608,7.5,white,0.24,0.31,13.0,0.049,46.0,217.0,0.9985,3.08,0.53,8.8,5
2609,5.6,white,0.175,0.29,0.8,0.043,20.0,67.0,0.99112,3.28,0.48,9.9,6
2610,7.8,white,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,6
2611,6.0,white,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,6
2612,6.2,red,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6
2613,6.5,white,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,7
2614,7.4,white,0.2,0.33,1.9,0.035,39.0,138.0,0.991,3.17,0.44,11.7,7
2615,7.8,white,0.29,0.29,3.15,0.044,41.0,117.0,0.99153,3.24,0.35,11.5,5
2616,7.2,red,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6
2617,8.1,red,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,6
2618,7.8,white,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6
2619,7.0,red,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,6
2620,7.9,red,0.2,0.35,1.7,0.054,7.0,15.0,0.99458,3.32,0.8,11.9,7
2621,6.9,white,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85,11.4,6
2622,6.9,white,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7
2623,6.3,white,0.55,0.45,13.0,0.047,33.0,182.0,0.9974,3.2,0.46,9.2,6
2624,7.3,white,0.2,0.26,1.6,0.04,36.0,123.0,0.99238,3.34,0.44,10.8,6
2625,5.8,white,0.3,0.27,1.7,0.014,45.0,104.0,0.98914,3.4,0.56,12.6,7
2626,6.6,white,0.34,0.28,1.3,0.035,32.0,90.0,0.9916,3.1,0.42,10.7,6
2627,6.4,white,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5
2628,6.8,white,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,4
2629,8.2,white,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7
2630,7.1,white,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7
2631,6.6,red,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,7
2632,6.6,white,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.42,0.51,10.1,7
2633,6.0,white,0.26,0.32,3.8,0.029,48.0,180.0,0.99011,3.15,0.34,12.0,6
2634,5.6,red,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5
2635,7.1,red,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5
2636,6.3,white,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,6
2637,6.7,white,0.32,0.32,1.7,0.031,31.0,114.0,0.98946,3.12,0.35,12.5,6
2638,6.3,white,0.3,0.29,2.1,0.048,33.0,142.0,0.98956,3.22,0.46,12.9,7
2639,6.9,white,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5
2640,6.0,white,0.16,0.37,1.5,0.025,43.0,117.0,0.9928,3.46,0.51,9.7,6
2641,5.6,white,0.21,0.24,4.4,0.027,37.0,150.0,0.991,3.3,0.31,11.5,7
2642,8.3,white,0.21,0.58,17.1,0.049,62.0,213.0,1.0006,3.01,0.51,9.3,6
2643,6.3,white,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,8.6,5
2644,5.1,white,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,6
2645,7.6,red,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5
2646,6.8,white,0.26,0.46,8.3,0.037,49.0,173.0,0.99601,3.17,0.47,9.3,5
2647,6.8,white,0.38,0.29,9.9,0.037,40.0,146.0,0.99326,3.11,0.37,11.5,6
2648,7.0,white,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6
2649,6.6,white,0.2,0.14,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,6
2650,6.1,white,0.255,0.44,12.3,0.045,53.0,197.0,0.9967,3.24,0.54,9.5,6
2651,7.2,white,0.34,0.34,12.6,0.048,7.0,41.0,0.9942,3.19,0.4,11.7,5
2652,6.6,white,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6
2653,7.3,red,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6
2654,6.8,white,0.52,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27,13.0,7
2655,5.8,white,0.22,0.3,1.1,0.047,36.0,131.0,0.992,3.26,0.45,10.4,5
2656,6.6,white,0.15,0.34,1.0,0.037,45.0,79.0,0.98949,2.96,0.5,11.7,6
2657,5.9,white,0.27,0.32,2.0,0.034,31.0,102.0,0.98952,3.16,0.56,12.3,6
2658,7.4,white,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,3.01,0.46,10.8,4
2659,6.0,white,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,6
2660,6.7,red,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6
2661,7.0,white,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8,5
2662,7.2,white,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.38,10.8,6
2663,6.2,white,0.18,0.3,1.0,0.031,23.0,73.0,0.99032,3.23,0.52,11.3,6
2664,7.2,white,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6
2665,6.2,white,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6
2666,7.0,white,0.22,0.26,1.1,0.037,20.0,71.0,0.9902,3.1,0.38,11.7,6
2667,6.6,red,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,6
2668,8.3,red,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,6
2669,6.0,white,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,6
2670,6.2,red,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5
2671,7.0,white,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7
2672,7.0,white,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6
2673,6.3,white,0.27,0.23,2.9,0.047,13.0,100.0,0.9936,3.28,0.43,9.8,5
2674,5.5,white,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,7
2675,7.4,white,0.31,0.48,14.2,0.042,62.0,204.0,0.9983,3.06,0.59,9.4,5
2676,7.2,red,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6
2677,7.8,red,0.5,0.17,1.6,0.082,21.0,102.0,0.996,3.39,0.48,9.5,5
2678,6.6,white,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,3.22,0.49,9.2,5
2679,6.0,red,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,10.55,6
2680,9.4,red,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7
2681,6.6,white,0.3,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,6
2682,6.6,red,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7
2683,6.3,white,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,3.16,0.43,10.0,6
2684,6.6,white,0.22,0.29,14.4,0.046,39.0,118.0,0.99834,3.05,0.5,9.1,6
2685,7.9,white,0.51,0.34,2.6,0.049,13.0,135.0,0.99335,3.09,0.51,10.0,5
2686,6.7,white,0.45,0.3,5.3,0.036,27.0,165.0,0.99122,3.12,0.46,12.2,6
2687,7.9,red,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,5
2688,7.8,red,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5
2689,10.5,red,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,6
2690,6.7,white,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5
2691,7.3,white,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
2692,6.9,white,0.3,0.36,0.9,0.037,40.0,156.0,0.98968,3.08,0.36,12.1,6
2693,10.4,red,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,5
2694,6.8,white,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,6
2695,6.8,white,0.32,0.3,3.3,0.029,15.0,80.0,0.99061,3.33,0.63,12.6,7
2696,7.3,red,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,6
2697,8.3,white,0.25,0.33,2.5,0.053,12.0,72.0,0.99404,2.89,0.48,9.5,5
2698,6.3,white,0.41,0.16,0.9,0.032,25.0,98.0,0.99274,3.16,0.42,9.5,5
2699,8.1,red,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,6
2700,6.3,white,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,3.29,0.53,10.1,6
2701,7.3,white,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6
2702,6.7,white,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7,6
2703,6.1,white,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6
